epoch,loss,recall_metric,val_loss,val_recall_metric
0,0.6814973950386047,0.37342238426208496,0.6656995415687561,0.11686799675226212
1,0.6717798709869385,0.32185375690460205,0.6651285886764526,0.12024637311697006
2,0.6689659953117371,0.38791364431381226,0.6644601225852966,0.12403425574302673
3,0.6667211055755615,0.37718307971954346,0.6641753315925598,0.12403425574302673
4,0.6648699641227722,0.33727625012397766,0.664355456829071,0.12403425574302673
5,0.6639523506164551,0.2741777002811432,0.6639288663864136,0.12403425574302673
6,0.6636698842048645,0.401859313249588,0.665098249912262,0.12403425574302673
7,0.6622450351715088,0.17127464711666107,0.6652207374572754,0.12403425574302673
8,0.6618367433547974,0.15745949745178223,0.6641705632209778,0.12403425574302673
9,0.66157466173172,0.12270550429821014,0.66495680809021,0.12403425574302673
10,0.6612527370452881,0.12377883493900299,0.6646304130554199,0.12403425574302673
11,0.6614027619361877,0.16213200986385345,0.6655429005622864,0.12403425574302673
12,0.6607570052146912,0.12377883493900299,0.6659179925918579,0.12403425574302673
13,0.6604322791099548,0.12334480881690979,0.665550708770752,0.12403425574302673
14,0.6603148579597473,0.12167070060968399,0.6660386919975281,0.12403425574302673
15,0.6600192189216614,0.12167070060968399,0.6664753556251526,0.12403425574302673
0,0.6773210167884827,0.3777550756931305,0.6738212704658508,0.20149637758731842
1,0.6709667444229126,0.32162001729011536,0.672325074672699,0.20149637758731842
2,0.6677852272987366,0.3379788100719452,0.6721293330192566,0.20149637758731842
3,0.6660444736480713,0.37326177954673767,0.6731806397438049,0.20149637758731842
4,0.6651030778884888,0.35211747884750366,0.6720871329307556,0.20149637758731842
5,0.6632382869720459,0.3380432426929474,0.6723417639732361,0.20596066117286682
6,0.6632040143013,0.31448739767074585,0.6723464131355286,0.20596066117286682
7,0.6618797779083252,0.3894587457180023,0.6729808449745178,0.20596066117286682
8,0.6610904932022095,0.3230832517147064,0.6730820536613464,0.20596066117286682
9,0.6609412431716919,0.31171420216560364,0.673887312412262,0.20596066117286682
10,0.6609079837799072,0.32483384013175964,0.6754961013793945,0.20596066117286682
11,0.6601564884185791,0.3609015941619873,0.6741267442703247,0.20596066117286682
12,0.6592753529548645,0.3234160244464874,0.6743732690811157,0.20596066117286682
13,0.6603908538818359,0.323734313249588,0.675478994846344,0.20596066117286682
14,0.6594815254211426,0.347596675157547,0.6760827302932739,0.20596066117286682
0,0.6795104742050171,0.43609070777893066,0.6761798858642578,0.09475895762443542
1,0.6734487414360046,0.36712127923965454,0.6735199093818665,0.09475895762443542
2,0.6704229116439819,0.3668406903743744,0.6722100973129272,0.09475895762443542
3,0.6680114269256592,0.34888309240341187,0.6722736954689026,0.0985468327999115
4,0.6666926145553589,0.36240801215171814,0.6743013858795166,0.0985468327999115
5,0.6651841402053833,0.35109785199165344,0.6747960448265076,0.0985468327999115
6,0.6643123626708984,0.3503333628177643,0.6763780117034912,0.0985468327999115
7,0.6642467379570007,0.3004990816116333,0.6752574443817139,0.0985468327999115
8,0.6637140512466431,0.36240044236183167,0.6763908863067627,0.0985468327999115
9,0.6638725996017456,0.28152361512184143,0.6728565692901611,0.0985468327999115
10,0.664063572883606,0.42551520466804504,0.6762790679931641,0.0985468327999115
11,0.6613152027130127,0.26993122696876526,0.6743473410606384,0.0985468327999115
12,0.6607823371887207,0.2710327208042145,0.676577627658844,0.0985468327999115
0,0.6783793568611145,0.3931201696395874,0.6693306565284729,0.22772091627120972
1,0.6695703864097595,0.2789219617843628,0.6686187386512756,0.22772091627120972
2,0.6668134331703186,0.2949230968952179,0.6684573292732239,0.2317531704902649
3,0.6645421981811523,0.3223896920681,0.6690115928649902,0.2317531704902649
4,0.6627992987632751,0.30999550223350525,0.6681738495826721,0.2317531704902649
5,0.6620014309883118,0.26923781633377075,0.6688361167907715,0.2317531704902649
6,0.6612862944602966,0.23693034052848816,0.6675381660461426,0.2317531704902649
7,0.6604726910591125,0.2490604966878891,0.6654991507530212,0.2317531704902649
8,0.6600775718688965,0.15783315896987915,0.6672011017799377,0.2317531704902649
9,0.659696102142334,0.11944462358951569,0.665225625038147,0.2317531704902649
10,0.6593778729438782,0.11744185537099838,0.6644782423973083,0.2317531704902649
11,0.6589942574501038,0.11744185537099838,0.664409339427948,0.2317531704902649
12,0.6589384078979492,0.11944462358951569,0.6661253571510315,0.2317531704902649
13,0.6592122912406921,0.11688382178544998,0.6665487289428711,0.2317531704902649
14,0.6590229272842407,0.11744185537099838,0.6649966239929199,0.2317531704902649
15,0.6588103175163269,0.11744185537099838,0.663459837436676,0.2317531704902649
16,0.6582184433937073,0.11744185537099838,0.6636645793914795,0.2317531704902649
17,0.6581428647041321,0.11744185537099838,0.6645904779434204,0.2317531704902649
18,0.6581735610961914,0.11744185537099838,0.6627801656723022,0.2317531704902649
19,0.6578077077865601,0.11744185537099838,0.6627988815307617,0.2317531704902649
20,0.6577244997024536,0.11744185537099838,0.6627050638198853,0.2317531704902649
21,0.6577214598655701,0.11688382178544998,0.6648542284965515,0.2317531704902649
22,0.6577401161193848,0.11688382178544998,0.6646881699562073,0.2317531704902649
23,0.6576862931251526,0.11688382178544998,0.6629235744476318,0.2317531704902649
24,0.6577712297439575,0.11688382178544998,0.6624363660812378,0.2317531704902649
25,0.657404899597168,0.11688382178544998,0.6623521447181702,0.2317531704902649
26,0.6574053764343262,0.11688382178544998,0.6632465720176697,0.2317531704902649
27,0.6573375463485718,0.11744185537099838,0.662348210811615,0.2317531704902649
28,0.6572176814079285,0.11688382178544998,0.6632898449897766,0.2317531704902649
29,0.6575741171836853,0.11744185537099838,0.6628158688545227,0.2317531704902649
30,0.6571905612945557,0.11744185537099838,0.6622870564460754,0.2317531704902649
31,0.6571401357650757,0.11744185537099838,0.6625229716300964,0.2317531704902649
32,0.6572161316871643,0.11744185537099838,0.6620723605155945,0.2317531704902649
33,0.6570745706558228,0.11688382178544998,0.662121593952179,0.2317531704902649
34,0.6570989489555359,0.11744185537099838,0.6620166301727295,0.2317531704902649
35,0.6570238471031189,0.11744185537099838,0.6620424389839172,0.2317531704902649
36,0.6575138568878174,0.11688382178544998,0.6622635126113892,0.2317531704902649
37,0.6596202254295349,0.4120064079761505,0.6619620323181152,0.2317531704902649
38,0.6590979099273682,0.14319054782390594,0.6622337698936462,0.2317531704902649
39,0.6568809747695923,0.11688382178544998,0.662034273147583,0.2317531704902649
40,0.6568301916122437,0.11688382178544998,0.662063479423523,0.2317531704902649
41,0.6568583846092224,0.11688382178544998,0.6620098948478699,0.2317531704902649
42,0.6568288207054138,0.11688382178544998,0.6620259284973145,0.2317531704902649
43,0.6568085551261902,0.11688382178544998,0.6620069742202759,0.2317531704902649
44,0.6567968130111694,0.11688382178544998,0.6620187163352966,0.2317531704902649
45,0.6568036675453186,0.11688382178544998,0.6618919968605042,0.2317531704902649
46,0.6567547917366028,0.11688382178544998,0.6618896722793579,0.2317531704902649
47,0.6567221879959106,0.11688382178544998,0.6619019508361816,0.2317531704902649
48,0.65670245885849,0.11688382178544998,0.6619176864624023,0.2317531704902649
49,0.6567487716674805,0.11688382178544998,0.6623184680938721,0.2317531704902649
50,0.6566647887229919,0.11688382178544998,0.6619958877563477,0.2317531704902649
51,0.656654953956604,0.11688382178544998,0.6619388461112976,0.2317531704902649
52,0.6565940380096436,0.11688382178544998,0.6617435216903687,0.2317531704902649
53,0.6565892100334167,0.11688382178544998,0.6618129014968872,0.2317531704902649
54,0.6573153138160706,0.1267894059419632,0.6628401875495911,0.2317531704902649
55,0.6574053764343262,0.11688382178544998,0.6620203852653503,0.2317531704902649
56,0.6566475033760071,0.11688382178544998,0.6617577075958252,0.2317531704902649
57,0.6565765142440796,0.11688382178544998,0.6617977619171143,0.2317531704902649
58,0.656581699848175,0.11688382178544998,0.661853015422821,0.2317531704902649
59,0.6565636992454529,0.11688382178544998,0.6618896722793579,0.2317531704902649
60,0.6566248536109924,0.11688382178544998,0.6618443131446838,0.2317531704902649
61,0.6565259099006653,0.11688382178544998,0.6619003415107727,0.2317531704902649
62,0.6564828753471375,0.11688382178544998,0.6618657112121582,0.2317531704902649
0,0.6819051504135132,0.40410205721855164,0.669547438621521,0.9464394450187683
1,0.6720486283302307,0.4393775761127472,0.6657140254974365,0.11888404935598373
2,0.6692281365394592,0.4294392466545105,0.6632813811302185,0.11888404935598373
3,0.6671020984649658,0.39625415205955505,0.6629936695098877,0.12226242572069168
4,0.6652218699455261,0.37616315484046936,0.6620177626609802,0.12226242572069168
5,0.665228545665741,0.3981229066848755,0.6615013480186462,0.12226242572069168
6,0.6651122570037842,0.4453898072242737,0.6620234847068787,0.12226242572069168
7,0.6630700826644897,0.38919126987457275,0.6615098118782043,0.12226242572069168
8,0.6623398661613464,0.33404722809791565,0.6615417003631592,0.12226242572069168
9,0.6620056629180908,0.3206559717655182,0.6603449583053589,0.12226242572069168
10,0.6620150208473206,0.3238902986049652,0.6620169878005981,0.12226242572069168
11,0.6617354154586792,0.3100721836090088,0.6626760363578796,0.12226242572069168
12,0.6614371538162231,0.30806803703308105,0.6636101603507996,0.12226242572069168
13,0.6613188982009888,0.269211083650589,0.6623215675354004,0.12226242572069168
14,0.6612313985824585,0.3472079932689667,0.6638377904891968,0.12226242572069168
15,0.6606428027153015,0.3555951714515686,0.6636137962341309,0.12226242572069168
16,0.660136342048645,0.3555951714515686,0.6634355783462524,0.12226242572069168
17,0.6598676443099976,0.3520195782184601,0.6629179120063782,0.12226242572069168
18,0.6596522331237793,0.34044551849365234,0.6627939939498901,0.12226242572069168
19,0.6594962477684021,0.3386031985282898,0.6625084280967712,0.12226242572069168
0,0.6786208748817444,0.4553690552711487,0.6835077404975891,0.06846011430025101
1,0.6712324619293213,0.4067264199256897,0.6823310256004333,0.07346011698246002
2,0.6676304936408997,0.32928740978240967,0.6810106039047241,0.07346011698246002
3,0.6652741432189941,0.3183213472366333,0.6808924674987793,0.07346011698246002
4,0.6640153527259827,0.33291754126548767,0.6794683933258057,0.07346011698246002
5,0.6628177762031555,0.32976171374320984,0.6798234581947327,0.07346011698246002
6,0.6621368527412415,0.3416151702404022,0.6795746088027954,0.07346011698246002
7,0.6615280508995056,0.3525369167327881,0.6805176734924316,0.07346011698246002
8,0.6611818075180054,0.27471041679382324,0.6794599294662476,0.07346011698246002
9,0.6607867479324341,0.3031550347805023,0.6799510717391968,0.07346011698246002
10,0.6606133580207825,0.26195335388183594,0.6790438890457153,0.07346011698246002
11,0.6604281067848206,0.41397008299827576,0.6800171136856079,0.07346011698246002
12,0.6591413021087646,0.33942294120788574,0.678705632686615,0.07346011698246002
13,0.6590110659599304,0.27426397800445557,0.6786147952079773,0.07346011698246002
14,0.6584873795509338,0.2877366244792938,0.6779804825782776,0.07346011698246002
15,0.6577050685882568,0.2739030122756958,0.6779195070266724,0.07346011698246002
16,0.6577276587486267,0.12400783598423004,0.677097737789154,0.07346011698246002
17,0.6580072045326233,0.12445426732301712,0.678225040435791,0.07346011698246002
18,0.6584902405738831,0.3946455419063568,0.6772425770759583,0.07346011698246002
19,0.6574604511260986,0.24877643585205078,0.6768966913223267,0.07346011698246002
20,0.6567343473434448,0.12445426732301712,0.6766770482063293,0.07346011698246002
21,0.6566110253334045,0.2240714430809021,0.6767759323120117,0.07346011698246002
22,0.6563559174537659,0.12400783598423004,0.6766993403434753,0.07346011698246002
23,0.655920147895813,0.12400783598423004,0.6771100759506226,0.07346011698246002
24,0.6568048596382141,0.12400783598423004,0.6766132116317749,0.07346011698246002
25,0.6563225388526917,0.12445426732301712,0.6769985556602478,0.07346011698246002
26,0.6569947004318237,0.185292050242424,0.6768683195114136,0.07346011698246002
27,0.6560777425765991,0.12400783598423004,0.6768270134925842,0.07346011698246002
28,0.6557720303535461,0.12400783598423004,0.6769347190856934,0.07346011698246002
29,0.6557915806770325,0.12400783598423004,0.6768693327903748,0.07346011698246002
30,0.6556601524353027,0.12400783598423004,0.6769139766693115,0.07346011698246002
31,0.6555564999580383,0.12400783598423004,0.6769170761108398,0.07346011698246002
32,0.6554952263832092,0.12400783598423004,0.6768848299980164,0.07346011698246002
33,0.6553800106048584,0.12400783598423004,0.6770696043968201,0.07346011698246002
34,0.6558893918991089,0.12400783598423004,0.6768296957015991,0.07346011698246002
0,0.678538978099823,0.371023952960968,0.6731859445571899,0.15442955493927002
1,0.6701523661613464,0.3354637324810028,0.6698909401893616,0.15442955493927002
2,0.6678423285484314,0.3118874132633209,0.6678894758224487,0.15442955493927002
3,0.6659827828407288,0.37862125039100647,0.6675741672515869,0.15442955493927002
4,0.6648675203323364,0.3799254298210144,0.6674468517303467,0.15442955493927002
5,0.6642159819602966,0.3401689827442169,0.6669290065765381,0.15442955493927002
6,0.6636911034584045,0.39242544770240784,0.6676392555236816,0.15442955493927002
7,0.6637401580810547,0.36676648259162903,0.6668635606765747,0.15442955493927002
8,0.6632009148597717,0.3399432599544525,0.6671583652496338,0.15442955493927002
9,0.662312388420105,0.3634207546710968,0.668287992477417,0.15442955493927002
10,0.6626929640769958,0.3922053873538971,0.6689055562019348,0.15442955493927002
11,0.6626737117767334,0.327879935503006,0.6703322529792786,0.15442955493927002
12,0.6621570587158203,0.29273951053619385,0.6674652099609375,0.15442955493927002
13,0.6622390747070312,0.3654811680316925,0.6696510910987854,0.15442955493927002
14,0.661593496799469,0.3428128957748413,0.6702693700790405,0.15442955493927002
15,0.6609325408935547,0.28764981031417847,0.6690124869346619,0.15442955493927002
16,0.6616508364677429,0.34145402908325195,0.6699692606925964,0.15442955493927002
17,0.6621196269989014,0.41648802161216736,0.6702295541763306,0.15442955493927002
0,0.6762486696243286,0.3459581434726715,0.6721670031547546,0.1174020767211914
1,0.6701895594596863,0.3578852117061615,0.6703181266784668,0.10449615120887756
2,0.6678088903427124,0.3480463922023773,0.6690964698791504,0.10449615120887756
3,0.6657053828239441,0.3875047564506531,0.6681457757949829,0.10449615120887756
4,0.6642651557922363,0.4017152190208435,0.6695258021354675,0.10449615120887756
5,0.6636090278625488,0.32240089774131775,0.6700904369354248,0.10449615120887756
0,0.6806789040565491,0.6682639718055725
1,0.6735879182815552,0.6598358750343323
2,0.6704778671264648,0.6604191660881042
3,0.6679021120071411,0.6611197590827942
4,0.6663596034049988,0.6590732336044312
5,0.664425790309906,0.6585547924041748
6,0.662909746170044,0.6604837775230408
7,0.6627234220504761,0.6648819446563721
8,0.6617920994758606,0.6623525023460388
9,0.6609088778495789,0.6649511456489563
10,0.661050021648407,0.6671899557113647
11,0.6603564620018005,0.6676520705223083
12,0.6609471440315247,0.6677330136299133
13,0.6596975922584534,0.670113742351532
14,0.6599286198616028,0.6694334149360657
15,0.660010814666748,0.6697753071784973
0,0.6794196367263794,0.6727344989776611
1,0.6720169186592102,0.6735765933990479
2,0.6668253540992737,0.6720448136329651
3,0.665330708026886,0.6715654730796814
4,0.6646299362182617,0.6747787594795227
5,0.6631806492805481,0.6761671304702759
6,0.6615998148918152,0.6777399778366089
7,0.6599782705307007,0.678450345993042
8,0.6591194272041321,0.6762010455131531
9,0.6587603688240051,0.6774426698684692
10,0.6583771109580994,0.6794286966323853
11,0.658159077167511,0.6789966225624084
12,0.6586122512817383,0.683587372303009
13,0.6580238938331604,0.6822906732559204
0,0.6796966195106506,0.6827913522720337
0,0.6807159781455994,0.6638157367706299
1,0.6749382019042969,0.6616743206977844
2,0.6701090335845947,0.6626858115196228
3,0.6688981056213379,0.6594812870025635
4,0.6651782393455505,0.6605083346366882
5,0.6650912165641785,0.6590887904167175
6,0.664373517036438,0.6616935133934021
7,0.6622232794761658,0.662844181060791
8,0.6629161238670349,0.6621590256690979
9,0.6612277626991272,0.6629424691200256
10,0.6604360938072205,0.6648246049880981
11,0.6610032916069031,0.6690268516540527
12,0.6608009338378906,0.6638783812522888
13,0.6601301431655884,0.6669921875
14,0.659589409828186,0.667363166809082
15,0.6594617962837219,0.6683249473571777
0,0.6792949438095093,0.6738258600234985
1,0.6730561852455139,0.673549234867096
2,0.6679092645645142,0.6733490228652954
3,0.6667922735214233,0.6732521057128906
4,0.6647244095802307,0.6728726625442505
5,0.6623128652572632,0.6749020218849182
0,0.052693307399749756,-0.7598744034767151
1,-1.7757171392440796,-3.774811267852783
2,-5.076821327209473,-10.150561332702637
3,-10.037740707397461,-20.789663314819336
4,-16.215906143188477,-31.757957458496094
5,-23.712718963623047,-36.82500076293945
6,-32.38752365112305,-39.50944900512695
7,-42.73240280151367,-49.08837890625
8,-53.78068542480469,-62.56881332397461
9,-66.42545318603516,-70.37527465820312
10,-80.15926361083984,-81.03361511230469
11,-94.60940551757812,-97.48883056640625
12,-110.94806671142578,-116.26713562011719
13,-127.21640014648438,-126.9303970336914
14,-146.25567626953125,-143.326416015625
15,-165.95542907714844,-158.37783813476562
16,-186.09657287597656,-176.42042541503906
17,-207.83062744140625,-199.83570861816406
18,-229.99807739257812,-223.1042022705078
19,-253.1071014404297,-267.7852783203125
20,-277.869140625,-262.4571228027344
21,-303.3641052246094,-283.96392822265625
22,-331.37005615234375,-309.3318176269531
23,-358.7778015136719,-328.8764953613281
24,-386.1896667480469,-363.8309326171875
25,-417.748779296875,-376.2586669921875
26,-448.1081237792969,-413.874755859375
0,0.12206001579761505,-0.7505002021789551
1,-1.6247771978378296,-3.5134165287017822
2,-4.816944599151611,-9.958380699157715
3,-9.450213432312012,-18.4111385345459
4,-15.374241828918457,-29.9207706451416
